Date,Rainfall(mm),Temperature(C),Humidity(%)
2017-09-26,15.41,25.78,88.1
2017-09-27,16.67,25.61,91.12
2017-09-28,13.43,25.13,88.95
2017-09-29,8.44,25.16,91.38
2017-09-30,1.35,25.61,89.53
2017-10-01,18.26,25.73,93.36
2017-10-02,18.18,26.34,89.12
2017-10-03,11.73,26.06,87.41
2017-10-04,8.98,26.04,88.57
2017-10-05,4.93,26.63,86.73
2017-10-06,18.29,25.83,90.42
2017-10-07,4.05,25.62,86.2
2017-10-08,0.65,26.09,87.52
2017-10-09,2.1,26.35,89.76
2017-10-10,2.16,26.28,89.45
2017-10-11,2.91,26.5,87.96
2017-10-12,2.98,26.08,83.18
2017-10-13,10.53,26.24,87.15
2017-10-14,13.27,25.66,86.3
2017-10-15,12.31,25.51,85.41
2017-10-16,0.48,25.57,87.76
2017-10-17,0.96,25.76,86.96
2017-10-18,1.09,26.54,88.17
2017-10-19,0.41,26.76,83.88
2017-10-20,0.27,26.56,82.78
2017-10-21,0.77,26.44,80.45
2017-10-22,0.0,25.53,79.58
2017-10-23,0.0,25.07,75.86
2017-10-24,3.05,25.65,78.58
2017-10-25,6.49,26.81,80.96
2017-10-26,5.13,27.11,81.91
2017-10-27,6.72,26.93,78.8
2017-10-28,0.24,26.74,73.61
2017-10-29,0.01,27.12,72.88
2017-10-30,0.02,26.67,72.72
2017-10-31,0.08,26.36,74.11
2017-11-01,0.36,26.52,78.08
2017-11-02,0.0,26.31,71.31
2017-11-03,0.01,25.76,69.81
2017-11-04,1.64,26.04,75.36
2017-11-05,1.46,26.21,77.94
2017-11-06,13.31,25.97,83.5
2017-11-07,5.55,25.49,85.6
2017-11-08,3.53,26.67,80.64
2017-11-09,0.89,26.54,75.57
2017-11-10,0.01,25.79,69.2
2017-11-11,0.0,25.84,72.2
2017-11-12,0.0,24.36,71.03
2017-11-13,0.0,25.12,70.75
2017-11-14,0.03,25.32,77.73
2017-11-15,0.01,25.2,79.92
2017-11-16,0.29,25.5,82.54
2017-11-17,0.4,26.32,79.92
2017-11-18,0.65,26.39,82.12
2017-11-19,1.39,26.4,82.51
2017-11-20,1.56,26.7,81.87
2017-11-21,0.26,26.79,79.64
2017-11-22,0.24,26.91,79.31
2017-11-23,0.06,26.32,74.63
2017-11-24,0.03,26.33,73.97
2017-11-25,0.01,26.64,77.79
2017-11-26,0.0,26.25,73.14
2017-11-27,0.03,26.94,71.77
2017-11-28,0.04,26.77,72.67
2017-11-29,0.0,26.12,72.12
2017-11-30,0.25,26.41,76.18
2017-12-01,1.44,26.58,81.19
2017-12-02,1.24,25.74,78.49
2017-12-03,0.04,25.78,78.8
2017-12-04,0.14,25.78,81.61
2017-12-05,4.83,25.18,85.65
2017-12-06,0.32,24.96,82.5
2017-12-07,0.08,25.8,79.86
2017-12-08,0.0,26.09,71.51
2017-12-09,0.0,25.38,67.65
2017-12-10,0.0,25.76,66.94
2017-12-11,0.03,25.81,71.36
2017-12-12,0.05,26.09,74.93
2017-12-13,0.08,25.85,76.75
2017-12-14,0.03,26.32,74.75
2017-12-15,0.01,26.62,69.3
2017-12-16,0.0,26.38,68.85
2017-12-17,0.0,25.95,64.14
2017-12-18,0.0,25.04,64.15
2017-12-19,0.0,24.92,63.64
2017-12-20,0.0,26.31,68.17
2017-12-21,0.01,25.59,58.69
2017-12-22,0.0,25.52,67.0
2017-12-23,0.0,25.51,62.01
2017-12-24,0.0,25.35,59.26
2017-12-25,0.0,25.27,59.25
2017-12-26,0.0,25.32,58.28
2017-12-27,0.0,25.12,61.04
2017-12-28,0.0,24.75,60.64
2017-12-29,0.0,24.13,58.37
2017-12-30,0.0,24.75,61.64
2017-12-31,0.0,25.11,61.56
2018-01-01,0.01,25.0,65.92
2018-01-02,3.05,24.78,68.8
2018-01-03,0.15,25.1,68.16
2018-01-04,1.1,25.67,69.52
2018-01-05,0.11,25.35,68.8
2018-01-06,0.0,25.06,61.41
2018-01-07,0.0,24.83,61.93
2018-01-08,0.0,24.77,56.85
2018-01-09,0.0,24.92,65.33
2018-01-10,0.01,26.62,66.91
2018-01-11,0.02,27.57,68.54
2018-01-12,0.09,27.75,70.67
2018-01-13,0.0,27.91,66.01
2018-01-14,0.0,27.32,60.33
2018-01-15,0.0,26.97,58.83
2018-01-16,0.0,26.95,62.46
2018-01-17,0.03,26.77,69.23
2018-01-18,0.0,26.72,56.74
2018-01-19,0.0,26.2,53.99
2018-01-20,0.0,25.57,61.92
2018-01-21,0.0,25.93,57.07
2018-01-22,0.0,25.74,63.93
2018-01-23,0.0,26.18,67.21
2018-01-24,0.0,26.43,63.35
2018-01-25,0.0,25.84,59.18
2018-01-26,0.0,25.74,59.91
2018-01-27,0.0,26.15,66.12
2018-01-28,0.0,26.87,65.27
2018-01-29,0.0,26.9,60.18
2018-01-30,0.0,26.13,55.58
2018-01-31,0.0,26.74,50.63
2018-02-01,0.0,26.11,44.74
2018-02-02,0.0,26.41,44.29
2018-02-03,0.0,26.71,52.41
2018-02-04,0.0,26.56,52.19
2018-02-05,0.0,26.84,47.43
2018-02-06,0.01,27.21,57.15
2018-02-07,0.01,26.54,56.78
2018-02-08,0.94,27.92,56.71
2018-02-09,3.28,27.26,63.62
2018-02-10,0.04,27.7,60.66
2018-02-11,0.08,27.42,62.95
2018-02-12,0.05,27.42,65.14
2018-02-13,0.01,27.79,63.24
2018-02-14,0.01,28.39,57.94
2018-02-15,0.01,28.38,54.42
2018-02-16,0.0,27.77,56.58
2018-02-17,0.0,27.9,51.7
2018-02-18,0.0,27.84,57.23
2018-02-19,0.0,27.86,64.09
2018-02-20,0.0,28.0,57.56
2018-02-21,0.0,28.41,53.62
2018-02-22,0.0,28.17,57.42
2018-02-23,0.0,28.43,52.07
2018-02-24,0.0,28.22,50.04
2018-02-25,0.0,28.32,48.97
2018-02-26,0.0,28.44,48.38
2018-02-27,0.0,29.14,45.7
2018-02-28,0.01,29.0,44.78
2018-03-01,0.0,28.99,47.27
2018-03-02,0.0,29.38,46.96
2018-03-03,0.0,28.53,55.37
2018-03-04,0.0,28.49,58.66
2018-03-05,0.0,29.0,60.09
2018-03-06,0.0,28.8,57.29
2018-03-07,0.03,28.98,59.85
2018-03-08,0.01,29.26,61.23
2018-03-09,0.0,29.41,61.38
2018-03-10,0.0,29.71,53.23
2018-03-11,0.0,30.38,49.48
2018-03-12,0.01,30.24,51.22
2018-03-13,0.08,30.25,52.44
2018-03-14,1.16,28.7,66.0
2018-03-15,3.61,27.95,69.85
2018-03-16,2.28,28.37,70.3
2018-03-17,0.69,28.6,69.25
2018-03-18,0.44,28.52,68.91
2018-03-19,0.89,29.02,67.51
2018-03-20,0.07,29.59,60.7
2018-03-21,0.09,29.22,61.61
2018-03-22,0.05,29.21,60.18
2018-03-23,0.0,29.26,55.2
2018-03-24,0.0,30.1,52.74
2018-03-25,0.05,30.07,61.11
2018-03-26,0.08,29.86,64.6
2018-03-27,0.08,29.13,69.79
2018-03-28,0.09,28.8,70.73
2018-03-29,0.17,28.66,70.56
2018-03-30,0.75,28.88,66.18
2018-03-31,0.07,29.17,62.7
2018-04-01,0.12,29.38,62.9
2018-04-02,0.5,29.39,63.73
2018-04-03,0.27,29.74,62.55
2018-04-04,0.19,29.81,64.37
2018-04-05,0.39,29.78,65.28
2018-04-06,0.3,29.57,64.59
2018-04-07,0.23,30.07,62.41
2018-04-08,0.37,30.52,61.83
2018-04-09,0.53,30.51,61.31
2018-04-10,0.66,30.27,63.03
2018-04-11,2.31,30.12,62.98
2018-04-12,1.86,30.21,62.62
2018-04-13,1.33,29.68,66.26
2018-04-14,1.22,29.88,66.4
2018-04-15,2.77,29.45,68.47
2018-04-16,1.79,30.23,63.74
2018-04-17,2.34,29.85,69.55
2018-04-18,2.32,29.2,73.98
2018-04-19,2.9,28.29,79.81
2018-04-20,3.91,27.52,81.69
2018-04-21,1.61,29.41,72.05
2018-04-22,3.45,28.79,74.56
2018-04-23,1.57,29.27,69.96
2018-04-24,0.43,29.41,70.25
2018-04-25,0.6,29.38,71.51
2018-04-26,0.09,29.84,64.26
2018-04-27,0.1,29.96,63.44
2018-04-28,0.16,30.12,67.4
2018-04-29,0.08,29.8,66.75
2018-04-30,0.26,29.42,68.51
2018-05-01,0.54,29.81,70.16
2018-05-02,0.24,29.89,66.55
2018-05-03,2.63,29.45,67.79
2018-05-04,0.67,29.56,68.22
2018-05-05,1.59,30.16,66.87
2018-05-06,2.71,29.38,72.72
2018-05-07,7.96,28.65,77.73
2018-05-08,9.86,27.97,78.77
2018-05-09,6.1,28.43,74.69
2018-05-10,18.63,27.9,79.33
2018-05-11,6.04,28.06,78.57
2018-05-12,3.53,27.18,82.25
2018-05-13,4.34,27.84,77.67
2018-05-14,21.87,27.08,83.8
2018-05-15,2.49,28.56,72.26
2018-05-16,3.51,27.94,78.73
2018-05-17,9.32,27.77,81.63
2018-05-18,11.4,27.25,84.04
2018-05-19,6.85,26.96,84.32
2018-05-20,13.17,27.16,81.64
2018-05-21,1.64,27.86,78.36
2018-05-22,1.35,28.15,76.83
2018-05-23,2.43,28.03,79.71
2018-05-24,3.47,27.71,78.77
2018-05-25,12.22,27.82,82.73
2018-05-26,19.66,28.2,83.69
2018-05-27,22.94,28.36,84.5
2018-05-28,30.58,27.45,88.94
2018-05-29,105.46,26.93,88.35
2018-05-30,7.03,27.13,87.77
2018-05-31,4.48,26.85,86.3
2018-06-01,1.55,27.5,86.03
2018-06-02,3.53,26.43,88.72
2018-06-03,7.53,26.81,85.72
2018-06-04,23.22,26.66,87.92
2018-06-05,42.82,26.89,81.17
2018-06-06,17.67,27.23,81.4
2018-06-07,51.16,27.04,86.37
2018-06-08,33.95,26.74,85.78
2018-06-09,44.34,26.66,85.0
2018-06-10,28.04,27.19,90.47
2018-06-11,23.97,27.17,89.9
2018-06-12,15.24,27.06,88.47
2018-06-13,21.19,27.09,88.52
2018-06-14,34.75,26.39,90.49
2018-06-15,18.0,26.64,87.77
2018-06-16,20.33,25.63,87.49
2018-06-17,12.95,25.04,87.7
2018-06-18,13.92,26.03,89.06
2018-06-19,33.39,26.72,88.73
2018-06-20,37.5,26.3,90.15
2018-06-21,18.12,25.84,84.24
2018-06-22,6.65,25.6,83.77
2018-06-23,20.47,25.99,89.72
2018-06-24,14.38,25.53,87.58
2018-06-25,35.9,25.35,90.89
2018-06-26,19.76,26.2,89.83
2018-06-27,25.07,26.57,87.95
2018-06-28,43.4,26.16,90.41
2018-06-29,54.09,25.55,90.52
2018-06-30,12.78,24.97,86.84
2018-07-01,10.83,25.61,83.85
2018-07-02,15.74,25.66,85.28
2018-07-03,6.59,26.0,88.17
2018-07-04,7.26,26.25,87.45
2018-07-05,8.66,26.24,87.26
2018-07-06,27.39,25.79,88.79
2018-07-07,59.22,25.47,90.88
2018-07-08,35.15,25.87,92.05
2018-07-09,67.53,25.8,92.26
2018-07-10,33.61,25.8,91.38
2018-07-11,72.79,25.61,93.29
2018-07-12,20.99,25.71,90.94
2018-07-13,41.7,25.7,92.14
2018-07-14,22.32,25.75,91.43
2018-07-15,24.83,26.03,91.01
2018-07-16,36.36,25.8,92.4
2018-07-17,30.69,25.85,90.54
2018-07-18,27.78,25.72,90.57
2018-07-19,31.38,25.65,90.86
2018-07-20,56.64,25.53,91.36
2018-07-21,47.19,25.49,91.51
2018-07-22,16.69,25.68,90.34
2018-07-23,19.66,25.69,89.28
2018-07-24,28.67,25.54,90.24
2018-07-25,17.69,25.62,90.11
2018-07-26,8.64,25.64,89.43
2018-07-27,7.65,25.6,87.75
2018-07-28,9.53,25.56,88.98
2018-07-29,6.88,25.66,89.92
2018-07-30,14.4,25.49,90.45
2018-07-31,9.45,25.5,89.91
2018-08-01,4.88,25.63,88.55
2018-08-02,30.86,25.7,89.68
2018-08-03,9.81,25.3,90.98
2018-08-04,8.85,25.48,89.49
2018-08-05,6.79,25.58,87.95
2018-08-06,6.35,25.63,87.14
2018-08-07,18.88,25.39,90.19
2018-08-08,24.8,25.36,91.66
2018-08-09,47.13,25.17,92.28
2018-08-10,33.01,25.07,92.63
2018-08-11,37.23,25.07,90.43
2018-08-12,61.94,24.35,91.01
2018-08-13,31.54,25.14,90.86
2018-08-14,76.08,24.97,94.5
2018-08-15,80.98,24.68,94.5
2018-08-16,37.07,24.67,93.68
2018-08-17,22.18,25.0,93.38
2018-08-18,17.59,24.83,92.45
2018-08-19,12.63,24.78,91.93
2018-08-20,13.59,24.55,92.24
2018-08-21,23.12,24.77,91.79
2018-08-22,10.67,24.57,90.77
2018-08-23,10.82,24.72,91.44
2018-08-24,11.41,24.77,90.02
2018-08-25,5.16,25.04,88.98
2018-08-26,8.83,24.99,90.19
2018-08-27,12.88,24.99,90.78
2018-08-28,17.89,25.03,90.52
2018-08-29,10.08,24.74,91.9
2018-08-30,8.82,25.0,88.5
2018-08-31,8.33,25.11,89.17
2018-09-01,3.41,25.35,87.51
2018-09-02,2.03,25.35,86.54
2018-09-03,0.56,24.82,86.29
2018-09-04,0.34,25.09,85.8
2018-09-05,0.91,25.01,86.51
2018-09-06,2.45,25.04,85.51
2018-09-07,4.83,25.16,85.18
2018-09-08,3.28,25.01,84.48
2018-09-09,0.04,24.77,82.3
2018-09-10,0.02,25.01,84.03
2018-09-11,4.16,25.55,85.35
2018-09-12,0.66,24.86,84.52
2018-09-13,0.05,25.07,82.64
2018-09-14,0.06,25.14,85.88
2018-09-15,0.27,25.81,85.57
2018-09-16,0.75,25.89,86.82
2018-09-17,1.85,25.58,87.24
2018-09-18,0.42,25.65,84.7
2018-09-19,0.27,25.41,83.42
2018-09-20,2.0,25.18,84.58
2018-09-21,0.89,25.52,82.31
2018-09-22,0.04,25.87,80.71
2018-09-23,0.59,26.16,80.31
2018-09-24,0.48,25.87,79.96
2018-09-25,7.76,26.03,83.14
2018-09-26,5.48,26.04,86.43
2018-09-27,19.17,25.82,89.67
2018-09-28,5.62,26.48,86.4
2018-09-29,5.47,26.1,90.34
2018-09-30,3.67,27.0,86.7
2018-10-01,5.58,26.78,88.37
2018-10-02,5.43,26.95,86.82
2018-10-03,5.32,26.42,88.18
2018-10-04,11.08,26.83,85.14
2018-10-05,14.15,26.29,85.72
2018-10-06,15.69,26.77,84.86
2018-10-07,2.99,27.14,84.5
2018-10-08,13.85,26.05,89.21
2018-10-09,8.86,26.2,82.95
2018-10-10,3.53,26.07,85.63
2018-10-11,1.16,26.74,85.23
2018-10-12,0.91,27.11,84.39
2018-10-13,2.61,27.04,84.0
2018-10-14,3.51,26.74,85.03
2018-10-15,4.76,25.95,88.6
2018-10-16,10.78,25.9,90.29
2018-10-17,12.75,24.87,87.22
2018-10-18,0.14,26.09,78.7
2018-10-19,3.4,26.75,80.14
2018-10-20,2.52,26.63,83.4
2018-10-21,0.22,26.31,77.91
2018-10-22,0.08,26.86,74.07
2018-10-23,0.01,26.51,74.0
2018-10-24,0.01,26.76,74.16
2018-10-25,0.01,27.02,71.04
2018-10-26,0.01,26.82,73.49
2018-10-27,0.0,26.32,73.62
2018-10-28,0.0,26.04,67.87
2018-10-29,0.0,25.4,68.39
2018-10-30,0.0,25.77,64.38
2018-10-31,0.0,25.74,70.96
2018-11-01,0.01,26.69,75.83
2018-11-02,0.24,27.28,77.54
2018-11-03,2.44,27.2,79.04
2018-11-04,0.53,27.21,80.61
2018-11-05,1.77,26.49,84.12
2018-11-06,0.27,26.97,75.85
2018-11-07,0.15,26.96,71.99
2018-11-08,0.0,26.31,64.23
2018-11-09,0.0,26.7,69.75
2018-11-10,0.0,26.46,72.52
2018-11-11,0.01,26.0,70.95
2018-11-12,0.0,25.95,69.75
2018-11-13,0.0,25.92,70.7
2018-11-14,0.0,25.1,65.06
2018-11-15,0.0,25.32,58.8
2018-11-16,0.09,27.44,73.72
2018-11-17,0.0,27.08,75.27
2018-11-18,0.88,26.96,81.93
2018-11-19,3.56,26.15,88.21
2018-11-20,0.55,26.82,78.3
2018-11-21,0.04,27.29,71.32
2018-11-22,0.08,27.3,71.66
2018-11-23,1.98,27.09,76.54
2018-11-24,11.43,26.13,84.49
2018-11-25,0.05,26.8,78.51
2018-11-26,0.02,26.75,74.47
2018-11-27,0.02,26.11,69.62
2018-11-28,0.0,25.37,63.25
2018-11-29,0.0,26.24,66.8
2018-11-30,0.03,26.8,69.91
2018-12-01,0.13,26.44,68.74
2018-12-02,0.0,25.57,71.05
2018-12-03,0.0,26.08,69.9
2018-12-04,0.12,26.99,68.32
2018-12-05,1.7,26.22,75.89
2018-12-06,0.47,27.32,70.29
2018-12-07,0.2,27.61,73.53
2018-12-08,0.01,27.54,70.93
2018-12-09,0.01,27.63,72.55
2018-12-10,0.01,27.39,72.02
2018-12-11,0.0,26.69,66.77
2018-12-12,0.0,26.23,68.11
2018-12-13,0.0,26.33,68.59
2018-12-14,0.02,26.71,68.47
2018-12-15,0.0,27.02,60.28
2018-12-16,0.0,26.2,59.92
2018-12-17,0.0,26.07,57.74
2018-12-18,0.0,25.24,59.59
2018-12-19,0.0,25.57,61.94
2018-12-20,0.16,25.72,66.64
2018-12-21,0.0,26.17,67.89
2018-12-22,0.0,27.11,64.73
2018-12-23,0.03,27.91,66.09
2018-12-24,1.39,27.64,72.59
2018-12-25,0.61,27.17,74.22
2018-12-26,0.32,27.5,69.86
2018-12-27,0.1,27.36,69.07
2018-12-28,0.01,27.09,61.65
2018-12-29,0.04,27.06,63.06
2018-12-30,0.03,26.34,63.8
2018-12-31,0.0,25.96,56.47
2019-01-01,0.0,25.11,46.74
2019-01-02,0.0,24.97,45.56
2019-01-03,0.0,25.27,44.26
2019-01-04,0.0,25.68,46.12
2019-01-05,0.0,25.74,48.16
2019-01-06,0.0,25.59,55.65
2019-01-07,0.0,26.11,54.93
2019-01-08,0.0,26.39,54.53
2019-01-09,0.0,26.27,50.87
2019-01-10,0.0,26.12,52.92
2019-01-11,0.0,26.16,58.31
2019-01-12,0.0,26.57,58.21
2019-01-13,0.0,26.56,53.77
2019-01-14,0.0,26.86,49.33
2019-01-15,0.0,26.48,48.48
2019-01-16,0.0,26.56,45.54
2019-01-17,0.0,26.67,47.64
2019-01-18,0.0,26.75,52.81
2019-01-19,0.0,26.66,53.46
2019-01-20,0.0,26.76,48.22
2019-01-21,0.0,26.3,56.37
2019-01-22,0.01,26.14,65.17
2019-01-23,0.0,26.42,64.19
2019-01-24,0.0,26.13,65.6
2019-01-25,0.02,25.89,69.04
2019-01-26,0.0,25.72,67.3
2019-01-27,0.0,25.47,66.27
2019-01-28,0.0,25.7,63.43
2019-01-29,0.0,27.29,59.45
2019-01-30,0.0,27.53,58.94
2019-01-31,0.0,27.18,58.92
2019-02-01,0.0,26.84,58.5
2019-02-02,0.0,27.19,55.94
2019-02-03,0.0,27.63,53.5
2019-02-04,0.0,28.27,55.16
2019-02-05,0.0,28.71,56.04
2019-02-06,0.03,28.48,59.04
2019-02-07,0.22,27.92,65.83
2019-02-08,0.0,27.43,62.24
2019-02-09,0.0,27.87,56.07
2019-02-10,0.03,27.63,57.91
2019-02-11,0.08,28.65,61.09
2019-02-12,0.01,29.28,52.73
2019-02-13,0.0,28.95,53.61
2019-02-14,0.0,28.71,54.8
2019-02-15,0.03,28.27,63.17
2019-02-16,0.0,28.41,57.63
2019-02-17,0.0,27.17,58.63
2019-02-18,0.0,26.62,58.58
2019-02-19,0.0,27.28,57.3
2019-02-20,0.0,29.11,58.35
2019-02-21,0.0,29.32,56.15
2019-02-22,0.0,29.69,47.45
2019-02-23,0.0,29.19,49.51
2019-02-24,0.0,29.06,53.11
2019-02-25,0.04,28.45,60.83
2019-02-26,0.02,28.4,57.96
2019-02-27,0.0,27.49,58.48
2019-02-28,0.0,27.53,54.24
2019-03-01,0.0,27.94,50.56
2019-03-02,0.45,28.0,56.71
2019-03-03,0.23,28.24,59.91
2019-03-04,0.0,28.03,62.51
2019-03-05,0.0,27.89,64.28
2019-03-06,0.0,27.56,62.19
2019-03-07,0.0,27.34,56.29
2019-03-08,0.0,27.15,61.24
2019-03-09,0.02,28.7,62.77
2019-03-10,0.23,28.63,64.52
2019-03-11,0.61,28.42,66.32
2019-03-12,0.02,29.29,58.43
2019-03-13,0.0,29.48,53.7
2019-03-14,0.0,29.79,49.12
2019-03-15,0.0,29.72,51.45
2019-03-16,0.0,29.64,52.35
2019-03-17,0.0,29.34,58.21
2019-03-18,0.0,28.98,61.56
2019-03-19,0.0,28.82,61.66
2019-03-20,0.0,29.04,57.45
2019-03-21,0.0,29.24,52.45
2019-03-22,0.0,29.43,56.02
2019-03-23,0.0,29.11,60.73
2019-03-24,0.02,29.63,61.14
2019-03-25,0.04,30.24,60.76
2019-03-26,0.09,30.05,64.48
2019-03-27,0.27,29.9,65.05
2019-03-28,0.3,30.21,64.74
2019-03-29,0.34,29.5,68.85
2019-03-30,1.02,29.44,65.07
2019-03-31,0.5,29.54,63.75
2019-04-01,0.21,29.53,64.88
2019-04-02,0.99,29.71,65.55
2019-04-03,0.71,30.14,60.58
2019-04-04,1.07,29.75,62.85
2019-04-05,1.19,29.89,64.66
2019-04-06,0.34,30.2,60.85
2019-04-07,0.38,29.87,66.09
2019-04-08,0.62,29.91,65.01
2019-04-09,0.56,30.1,63.35
2019-04-10,0.53,30.58,61.17
2019-04-11,4.52,30.06,65.67
2019-04-12,3.09,30.08,66.86
2019-04-13,0.63,30.4,65.13
2019-04-14,1.04,30.69,63.93
2019-04-15,1.12,30.21,67.13
2019-04-16,0.48,30.11,66.19
2019-04-17,1.04,30.06,63.58
2019-04-18,1.6,30.58,59.33
2019-04-19,0.64,29.96,61.37
2019-04-20,0.01,30.2,59.67
2019-04-21,0.25,29.63,62.76
2019-04-22,0.1,30.68,60.24
2019-04-23,0.94,30.49,62.7
2019-04-24,0.81,31.11,60.19
2019-04-25,0.77,30.37,66.04
2019-04-26,0.3,30.76,64.53
2019-04-27,0.09,31.03,62.76
2019-04-28,0.14,31.02,62.81
2019-04-29,0.56,30.37,66.19
2019-04-30,1.22,28.62,76.8
2019-05-01,0.66,29.42,68.44
2019-05-02,0.08,29.28,66.72
2019-05-03,0.03,29.34,62.42
2019-05-04,0.0,28.97,62.34
2019-05-05,0.02,29.72,62.71
2019-05-06,0.31,30.29,65.06
2019-05-07,1.21,28.64,74.54
2019-05-08,0.35,28.87,68.98
2019-05-09,0.0,29.06,61.63
2019-05-10,0.0,29.87,64.15
2019-05-11,0.03,29.98,65.26
2019-05-12,0.63,29.82,65.74
2019-05-13,0.78,29.64,67.37
2019-05-14,0.13,30.03,65.16
2019-05-15,0.23,29.87,65.93
2019-05-16,0.14,29.74,64.82
2019-05-17,0.17,29.67,67.88
2019-05-18,0.24,30.07,68.5
2019-05-19,0.96,29.82,70.89
2019-05-20,1.16,29.58,70.03
2019-05-21,1.11,30.06,64.26
2019-05-22,0.89,30.18,66.43
2019-05-23,1.5,28.88,75.56
2019-05-24,1.3,29.15,71.61
2019-05-25,5.49,28.71,76.27
2019-05-26,1.02,29.38,73.16
2019-05-27,0.83,30.05,66.63
2019-05-28,0.99,29.76,72.14
2019-05-29,4.99,28.17,73.25
2019-05-30,2.33,29.27,73.84
2019-05-31,2.8,29.04,75.25
2019-06-01,3.33,29.58,72.78
2019-06-02,4.73,29.45,74.27
2019-06-03,11.57,27.65,76.17
2019-06-04,0.1,27.49,68.24
2019-06-05,7.98,28.41,79.23
2019-06-06,7.47,28.95,76.84
2019-06-07,2.07,28.65,75.91
2019-06-08,4.27,28.93,78.13
2019-06-09,2.08,29.02,74.2
2019-06-10,14.09,28.08,80.02
2019-06-11,22.45,28.21,79.19
2019-06-12,25.53,28.22,80.63
2019-06-13,27.44,27.69,82.45
2019-06-14,20.02,27.78,83.83
2019-06-15,22.46,28.01,85.97
2019-06-16,5.56,27.93,84.57
2019-06-17,5.56,27.9,83.12
2019-06-18,22.2,27.69,84.07
2019-06-19,40.18,27.88,86.19
2019-06-20,43.25,26.95,86.61
2019-06-21,10.7,26.17,87.53
2019-06-22,13.95,25.94,84.97
2019-06-23,10.85,26.81,80.53
2019-06-24,2.91,27.15,78.79
2019-06-25,17.48,27.39,81.28
2019-06-26,23.12,27.2,86.79
2019-06-27,13.27,27.29,85.35
2019-06-28,11.82,27.56,82.68
2019-06-29,17.82,27.22,83.76
2019-06-30,16.52,27.28,85.32
2019-07-01,20.77,27.31,84.86
2019-07-02,17.39,27.37,85.07
2019-07-03,16.1,27.34,86.98
2019-07-04,19.17,27.34,87.88
2019-07-05,26.66,27.34,87.26
2019-07-06,21.66,27.37,87.81
2019-07-07,13.24,27.19,87.17
2019-07-08,21.49,27.25,87.01
2019-07-09,48.19,26.72,91.43
2019-07-10,40.48,26.3,86.75
2019-07-11,21.25,25.99,86.02
2019-07-12,16.5,26.25,82.32
2019-07-13,14.35,26.72,86.66
2019-07-14,37.71,26.44,89.52
2019-07-15,20.17,25.65,85.46
2019-07-16,13.25,25.29,84.47
2019-07-17,4.99,25.65,84.09
2019-07-18,27.04,25.08,86.87
2019-07-19,51.31,25.68,89.08
2019-07-20,49.49,26.1,88.46
2019-07-21,55.87,26.32,90.43
2019-07-22,93.35,25.98,89.72
2019-07-23,41.98,25.51,88.68
2019-07-24,33.79,25.65,88.8
2019-07-25,18.3,26.01,89.05
2019-07-26,21.18,25.51,90.87
2019-07-27,14.56,25.75,89.43
2019-07-28,9.13,26.04,86.65
2019-07-29,14.37,26.08,88.85
2019-07-30,13.01,25.77,90.03
2019-07-31,10.66,26.12,89.64
2019-08-01,6.09,26.7,86.4
2019-08-02,15.59,26.33,88.47
2019-08-03,25.17,26.31,89.48
2019-08-04,31.38,26.3,86.46
2019-08-05,58.12,25.9,90.69
2019-08-06,89.29,26.11,87.9
2019-08-07,99.16,25.99,91.04
2019-08-08,70.72,26.1,92.73
2019-08-09,89.08,26.3,91.43
2019-08-10,57.88,26.09,89.58
2019-08-11,40.87,25.98,90.54
2019-08-12,84.37,25.67,90.23
2019-08-13,56.84,25.64,90.66
2019-08-14,47.42,25.5,91.72
2019-08-15,29.97,25.51,90.77
2019-08-16,31.88,25.56,91.56
2019-08-17,23.32,25.45,91.28
2019-08-18,18.63,25.36,89.82
2019-08-19,16.2,25.26,90.11
2019-08-20,10.44,25.16,89.37
2019-08-21,37.75,24.94,88.63
2019-08-22,15.33,24.84,89.23
2019-08-23,37.07,25.04,89.75
2019-08-24,35.5,25.37,89.43
2019-08-25,16.27,25.88,89.4
2019-08-26,33.1,26.04,89.47
2019-08-27,31.79,25.91,89.06
2019-08-28,18.39,26.25,89.83
2019-08-29,33.58,26.27,90.31
2019-08-30,33.42,26.13,89.71
2019-08-31,20.58,26.03,90.3
2019-09-01,47.62,25.77,91.8
2019-09-02,32.36,25.52,90.2
2019-09-03,29.31,25.88,89.74
2019-09-04,76.6,25.66,90.94
2019-09-05,26.28,25.88,90.42
2019-09-06,31.26,26.05,92.18
2019-09-07,32.58,26.04,91.77
2019-09-08,31.61,25.9,90.1
2019-09-09,25.98,26.03,90.55
2019-09-10,15.63,26.24,89.81
2019-09-11,14.78,26.14,89.47
2019-09-12,13.62,26.02,90.17
2019-09-13,23.34,25.99,90.31
2019-09-14,12.4,26.22,88.22
2019-09-15,10.13,25.9,89.18
2019-09-16,23.0,25.39,91.76
2019-09-17,10.68,26.01,89.25
2019-09-18,13.79,25.39,89.62
2019-09-19,11.93,25.46,88.97
2019-09-20,2.06,25.75,85.2
2019-09-21,2.4,26.4,86.12
2019-09-22,5.88,26.36,85.66
2019-09-23,8.37,26.76,84.04
2019-09-24,7.64,26.01,87.66
2019-09-25,28.44,25.39,88.8
2019-09-26,39.04,25.12,92.01
2019-09-27,3.3,25.72,86.51
2019-09-28,0.54,26.36,83.11
2019-09-29,2.51,26.75,80.88
2019-09-30,3.42,26.62,83.32
