Date,ALLSKY_SFC_SW_DWN,PS,WS2M,RH2M,T2M,PRECTOTCORR
14-12-2018,17.01,99.35,1.67,68.47,26.71,0.02
15-12-2018,18.43,99.3,1.52,60.28,27.02,0
16-12-2018,15.7,99.35,1.6,59.92,26.2,0
17-12-2018,13.01,99.34,1.41,57.74,26.07,0
18-12-2018,19.47,99.36,1.94,59.59,25.24,0
19-12-2018,19.1,99.33,1.81,61.94,25.57,0
20-12-2018,15.4,99.41,1.38,66.64,25.72,0.16
21-12-2018,15.43,99.38,1.51,67.89,26.17,0
22-12-2018,18.86,99.29,1.6,64.73,27.11,0
23-12-2018,17.52,99.28,1.4,66.09,27.91,0.03
24-12-2018,16.7,99.32,1.2,72.59,27.64,1.39
25-12-2018,15.35,99.35,1.04,74.22,27.17,0.61
26-12-2018,17.06,99.35,1.36,69.86,27.5,0.32
27-12-2018,17.41,99.29,1.77,69.07,27.36,0.1
28-12-2018,18.86,99.2,1.55,61.65,27.09,0.01
29-12-2018,18.71,99.36,1.52,63.06,27.06,0.04
30-12-2018,14.87,99.54,1.99,63.8,26.34,0.03
31-12-2018,17.95,99.62,1.81,56.47,25.96,0
01-01-2019,20.26,99.62,1.74,46.74,25.11,0
02-01-2019,21.04,99.62,1.71,45.56,24.97,0
03-01-2019,21.49,99.68,1.63,44.26,25.27,0
04-01-2019,21.85,99.59,1.6,46.12,25.68,0
05-01-2019,21.21,99.51,1.68,48.16,25.74,0
06-01-2019,20.65,99.4,1.24,55.65,25.59,0
07-01-2019,20.18,99.33,1.54,54.93,26.11,0
08-01-2019,19.49,99.37,1.1,54.53,26.39,0
09-01-2019,20.05,99.34,1.56,50.87,26.27,0
10-01-2019,18.9,99.33,1.53,52.92,26.12,0
11-01-2019,19.38,99.43,1.32,58.31,26.16,0
12-01-2019,17.38,99.37,1.65,58.21,26.57,0
13-01-2019,17.98,99.4,1.82,53.77,26.56,0
14-01-2019,20.93,99.31,1.52,49.33,26.86,0
15-01-2019,19.95,99.37,1.53,48.48,26.48,0
16-01-2019,21.93,99.38,1.84,45.54,26.56,0
17-01-2019,20.51,99.28,1.86,47.64,26.67,0
18-01-2019,20.07,99.3,1.59,52.81,26.75,0
19-01-2019,17.24,99.39,1.73,53.46,26.66,0
20-01-2019,20.37,99.46,1.87,48.22,26.76,0
21-01-2019,20.27,99.46,1.54,56.37,26.3,0
22-01-2019,19.43,99.45,1.38,65.17,26.14,0.01
23-01-2019,20.55,99.4,2.62,64.19,26.42,0
24-01-2019,19.85,99.45,2.56,65.6,26.13,0
25-01-2019,19.74,99.44,2.17,69.04,25.89,0.02
26-01-2019,19.92,99.46,2.29,67.3,25.72,0
27-01-2019,20.59,99.51,2,66.27,25.47,0
28-01-2019,21.92,99.52,1.76,63.43,25.7,0
29-01-2019,22.14,99.46,1.78,59.45,27.29,0
30-01-2019,21.49,99.46,1.91,58.94,27.53,0
31-01-2019,20.52,99.42,1.81,58.92,27.18,0
01-02-2019,20.46,99.43,1.46,58.5,26.84,0
02-02-2019,20.68,99.32,1.84,55.94,27.19,0
03-02-2019,20.12,99.37,1.59,53.5,27.63,0
04-02-2019,21.22,99.5,1.92,55.16,28.27,0
05-02-2019,18.58,99.48,1.75,56.04,28.71,0
06-02-2019,17.02,99.3,1.63,59.04,28.48,0.03
07-02-2019,19.33,99.34,2.05,65.83,27.92,0.22
08-02-2019,20.13,99.43,2.75,62.24,27.43,0
09-02-2019,21.4,99.38,2.47,56.07,27.87,0
10-02-2019,20.74,99.49,1.77,57.91,27.63,0.03
11-02-2019,20.86,99.42,1.88,61.09,28.65,0.08
12-02-2019,23.05,99.47,1.51,52.73,29.28,0.01
13-02-2019,23.04,99.57,1.64,53.61,28.95,0
14-02-2019,22.98,99.38,1.62,54.8,28.71,0
15-02-2019,22.22,99.46,1.91,63.17,28.27,0.03
16-02-2019,22.54,99.42,2.51,57.63,28.41,0
17-02-2019,23.58,99.41,2.67,58.63,27.17,0
18-02-2019,24.98,99.24,2.15,58.58,26.62,0
19-02-2019,24.18,99.27,1.78,57.3,27.28,0
20-02-2019,23.31,99.42,2.18,58.35,29.11,0
21-02-2019,23.61,99.57,2.1,56.15,29.32,0
22-02-2019,24.74,99.34,1.77,47.45,29.69,0
23-02-2019,25.16,99.23,1.81,49.51,29.19,0
24-02-2019,24.94,99.12,1.89,53.11,29.06,0
25-02-2019,23.76,99.12,1.69,60.83,28.45,0.04
26-02-2019,24.1,99.1,2.25,57.96,28.4,0.02
27-02-2019,22.09,99.09,2.24,58.48,27.49,0
28-02-2019,24.46,99.12,2.75,54.24,27.53,0
01-03-2019,25.06,99.07,2.9,50.56,27.94,0
02-03-2019,21.76,99.2,2.25,56.71,28,0.45
03-03-2019,22.51,99.2,2.66,59.91,28.24,0.23
04-03-2019,20.79,99.11,2.55,62.51,28.03,0
05-03-2019,23.26,99.13,2.57,64.28,27.89,0
06-03-2019,23.68,99.19,2.87,62.19,27.56,0
07-03-2019,24.85,99.08,2.71,56.29,27.34,0
08-03-2019,23.98,99.23,1.81,61.24,27.15,0
09-03-2019,24.02,99.32,2.29,62.77,28.7,0.02
10-03-2019,22.14,99.33,1.8,64.52,28.63,0.23
11-03-2019,20.36,99.42,2.1,66.32,28.42,0.61
12-03-2019,23.17,99.41,2.52,58.43,29.29,0.02
13-03-2019,23.64,99.4,2.57,53.7,29.48,0
14-03-2019,25.03,99.35,2.13,49.12,29.79,0
15-03-2019,24.48,99.32,2.01,51.45,29.72,0
16-03-2019,23.98,99.3,1.98,52.35,29.64,0
17-03-2019,24.1,99.33,2.34,58.21,29.34,0
18-03-2019,24.59,99.31,2.09,61.56,28.98,0
19-03-2019,24.72,99.17,2.13,61.66,28.82,0
20-03-2019,23.17,99.16,2,57.45,29.04,0
21-03-2019,24.56,99.25,2.2,52.45,29.24,0
22-03-2019,24.84,99.28,2.39,56.02,29.43,0
23-03-2019,24.73,99.26,2.14,60.73,29.11,0
24-03-2019,23.94,99.15,2.16,61.14,29.63,0.02
25-03-2019,23.58,99.11,2.12,60.76,30.24,0.04
26-03-2019,24.32,99.26,1.96,64.48,30.05,0.09
27-03-2019,23.34,99.45,2.45,65.05,29.9,0.27
28-03-2019,24.38,99.3,2.29,64.74,30.21,0.3
29-03-2019,23.25,99.19,1.82,68.85,29.5,0.34
30-03-2019,23.13,99.18,1.9,65.07,29.44,1.02
31-03-2019,24.57,99.24,1.63,63.75,29.54,0.5
01-04-2019,23.94,99.22,1.71,64.88,29.53,0.21
02-04-2019,22.96,99.16,1.9,65.55,29.71,0.99
03-04-2019,24.29,99.09,2.06,60.58,30.14,0.71
04-04-2019,24.32,99.28,1.8,62.85,29.75,1.07
05-04-2019,25.33,99.32,1.73,64.66,29.89,1.19
06-04-2019,25.13,99.25,2.69,60.85,30.2,0.34
07-04-2019,23.35,99.13,2.34,66.09,29.87,0.38
08-04-2019,23.56,99.04,1.9,65.01,29.91,0.62
09-04-2019,24.55,99.11,1.95,63.35,30.1,0.56
10-04-2019,24.27,99.11,2.05,61.17,30.58,0.53
11-04-2019,24.5,99.1,1.85,65.67,30.06,4.52
12-04-2019,24.96,99.01,2.02,66.86,30.08,3.09
13-04-2019,25.33,99.02,1.76,65.13,30.4,0.63
14-04-2019,25.45,99.04,1.77,63.93,30.69,1.04
15-04-2019,25.7,99.12,1.83,67.13,30.21,1.12
16-04-2019,24.86,99.11,1.88,66.19,30.11,0.48
17-04-2019,24.59,99.14,2.34,63.58,30.06,1.04
18-04-2019,25.24,99.07,2.7,59.33,30.58,1.6
19-04-2019,24.6,99.04,2.27,61.37,29.96,0.64
20-04-2019,25.68,98.9,2.27,59.67,30.2,0.01
21-04-2019,24.6,98.91,2.14,62.76,29.63,0.25
22-04-2019,25.63,98.85,2.69,60.24,30.68,0.1
23-04-2019,23.64,98.98,2.12,62.7,30.49,0.94
24-04-2019,25.19,99.01,2.35,60.19,31.11,0.81
25-04-2019,24.41,99.05,2.25,66.04,30.37,0.77
26-04-2019,22.11,98.95,2.28,64.53,30.76,0.3
27-04-2019,22.38,98.89,1.97,62.76,31.03,0.09
28-04-2019,17.96,98.91,1.68,62.81,31.02,0.14
29-04-2019,21.45,98.97,1.74,66.19,30.37,0.56
30-04-2019,18.31,99.01,2.32,76.8,28.62,1.22
01-05-2019,20.36,98.89,2.02,68.44,29.42,0.66
02-05-2019,22.82,98.9,1.92,66.72,29.28,0.08
03-05-2019,24.12,99.04,2.24,62.42,29.34,0.03
04-05-2019,23.26,99.24,2.3,62.34,28.97,0
05-05-2019,24.07,99.25,2.84,62.71,29.72,0.02
06-05-2019,24.39,99.1,2.85,65.06,30.29,0.31
07-05-2019,18.26,99.16,2.51,74.54,28.64,1.21
08-05-2019,21.38,99.23,3.01,68.98,28.87,0.35
09-05-2019,25.04,99.11,3.06,61.63,29.06,0
10-05-2019,25.21,99,3.31,64.15,29.87,0
11-05-2019,24.34,99.1,2.92,65.26,29.98,0.03
12-05-2019,24.4,99.05,2.72,65.74,29.82,0.63
13-05-2019,24.2,99.02,2.82,67.37,29.64,0.78
14-05-2019,22.95,99,2.65,65.16,30.03,0.13
15-05-2019,24.69,99.06,2.6,65.93,29.87,0.23
16-05-2019,24.61,99.12,2.53,64.82,29.74,0.14
17-05-2019,23.97,99.11,2.7,67.88,29.67,0.17
18-05-2019,23.68,98.97,2.37,68.5,30.07,0.24
19-05-2019,22.72,98.96,1.67,70.89,29.82,0.96
20-05-2019,15.15,99.03,1.5,70.03,29.58,1.16
21-05-2019,22.5,99.06,1.72,64.26,30.06,1.11
22-05-2019,22.68,98.99,2.04,66.43,30.18,0.89
23-05-2019,22.11,99.02,1.8,75.56,28.88,1.5
24-05-2019,22.08,99.06,1.63,71.61,29.15,1.3
25-05-2019,23.18,99.04,1.83,76.27,28.71,5.49
26-05-2019,23.4,98.92,1.94,73.16,29.38,1.02
27-05-2019,24.3,98.84,2.43,66.63,30.05,0.83
28-05-2019,21.85,98.82,2.31,72.14,29.76,0.99
29-05-2019,15.62,98.86,2.08,73.25,28.17,4.99
30-05-2019,21.31,98.81,2.19,73.84,29.27,2.33
31-05-2019,17.27,98.87,1.74,75.25,29.04,2.8
01-06-2019,20.82,98.91,1.83,72.78,29.58,3.33
02-06-2019,21.59,98.92,1.73,74.27,29.45,4.73
03-06-2019,21.91,98.97,1.41,76.17,27.65,11.57
04-06-2019,19.98,98.93,1.66,68.24,27.49,0.1
05-06-2019,21.12,98.83,1.66,79.23,28.41,7.98
06-06-2019,18.43,98.79,2.42,76.84,28.95,7.47
07-06-2019,20.12,98.88,1.63,75.91,28.65,2.07
08-06-2019,21.96,98.83,1.74,78.13,28.93,4.27
09-06-2019,21.87,98.75,4.06,74.2,29.02,2.08
10-06-2019,7.64,98.61,4.51,80.02,28.08,14.09
11-06-2019,11.16,98.71,4.21,79.19,28.21,22.45
12-06-2019,11.7,98.85,4.16,80.63,28.22,25.53
13-06-2019,11.42,98.97,2.96,82.45,27.69,27.44
14-06-2019,18.76,98.94,2.1,83.83,27.78,20.02
15-06-2019,24.14,98.99,2.3,85.97,28.01,22.46
16-06-2019,24.35,99.06,1.81,84.57,27.93,5.56
17-06-2019,20.79,99.12,1.97,83.12,27.9,5.56
18-06-2019,19.45,98.98,2.15,84.07,27.69,22.2
19-06-2019,19.29,98.9,2.55,86.19,27.88,40.18
20-06-2019,9.92,98.97,1.97,86.61,26.95,43.25
21-06-2019,11.18,98.88,1.56,87.53,26.17,10.7
22-06-2019,12.58,98.85,2.06,84.97,25.94,13.95
23-06-2019,17.19,98.7,2.47,80.53,26.81,10.85
24-06-2019,17.77,98.79,1.82,78.79,27.15,2.91
25-06-2019,16.97,98.95,1.45,81.28,27.39,17.48
26-06-2019,18.18,98.99,2.11,86.79,27.2,23.12
27-06-2019,19.95,98.93,3.09,85.35,27.29,13.27
28-06-2019,22.7,98.94,3.38,82.68,27.56,11.82
29-06-2019,18.79,98.95,3.31,83.76,27.22,17.82
30-06-2019,19.01,98.91,3.35,85.32,27.28,16.52
01-07-2019,21.79,98.85,2.97,84.86,27.31,20.77
02-07-2019,22.82,98.89,3.18,85.07,27.37,17.39
03-07-2019,17.21,98.93,3.12,86.98,27.34,16.1
04-07-2019,17.77,98.92,3.08,87.88,27.34,19.17
05-07-2019,16.83,98.86,3.44,87.26,27.34,26.66
06-07-2019,16.62,98.87,3.2,87.81,27.37,21.66
07-07-2019,21.19,98.93,3.13,87.17,27.19,13.24
08-07-2019,20.64,99.06,2.74,87.01,27.25,21.49
09-07-2019,18.23,98.96,2.66,91.43,26.72,48.19
10-07-2019,3.61,99.08,2.49,86.75,26.3,40.48
11-07-2019,11.24,99.19,1.54,86.02,25.99,21.25
12-07-2019,18.88,99.21,1.04,82.32,26.25,16.5
13-07-2019,17.49,99.21,1.56,86.66,26.72,14.35
14-07-2019,6.84,99.18,2.07,89.52,26.44,37.71
15-07-2019,13.14,99.13,2.33,85.46,25.65,20.17
16-07-2019,19.36,99.15,2.15,84.47,25.29,13.25
17-07-2019,13.59,99.02,2.53,84.09,25.65,4.99
18-07-2019,11.45,98.85,2.31,86.87,25.08,27.04
19-07-2019,6.64,98.63,3.61,89.08,25.68,51.31
20-07-2019,13.33,98.63,4.08,88.46,26.1,49.49
21-07-2019,8.42,98.65,4.35,90.43,26.32,55.87
22-07-2019,7.85,98.73,4.02,89.72,25.98,93.35
23-07-2019,6.3,98.86,2.91,88.68,25.51,41.98
24-07-2019,7.28,98.99,2.28,88.8,25.65,33.79
25-07-2019,12.97,99.11,1.85,89.05,26.01,18.3
26-07-2019,7.41,99.09,1.6,90.87,25.51,21.18
27-07-2019,20.43,99.03,1.94,89.43,25.75,14.56
28-07-2019,20.58,99.02,2.63,86.65,26.04,9.13
29-07-2019,19.28,99,2.97,88.85,26.08,14.37
30-07-2019,14.89,99.11,1.66,90.03,25.77,13.01
31-07-2019,22.98,99.17,2.07,89.64,26.12,10.66
01-08-2019,23.84,99.14,2.92,86.4,26.7,6.09
02-08-2019,18.2,99.12,2.92,88.47,26.33,15.59
03-08-2019,17.76,99.19,2.45,89.48,26.31,25.17
04-08-2019,15.95,99.1,2.37,86.46,26.3,31.38
05-08-2019,14.06,99.06,2.94,90.69,25.9,58.12
06-08-2019,5.01,99,3.31,87.9,26.11,89.29
07-08-2019,11.53,98.93,3.85,91.04,25.99,99.16
08-08-2019,7.12,98.84,3.92,92.73,26.1,70.72
09-08-2019,3.77,98.98,3.68,91.43,26.3,89.08
10-08-2019,4,99.03,2.66,89.58,26.09,57.88
11-08-2019,12.07,99,2.17,90.54,25.98,40.87
12-08-2019,14.78,99.02,2.41,90.23,25.67,84.37
13-08-2019,7.57,99.04,2.31,90.66,25.64,56.84
14-08-2019,12.5,99.11,2.74,91.72,25.5,47.42
15-08-2019,13.5,99.17,2.4,90.77,25.51,29.97
16-08-2019,10.54,99.1,2.05,91.56,25.56,31.88
17-08-2019,15.92,99.01,1.93,91.28,25.45,23.32
18-08-2019,14.6,99.09,1.81,89.82,25.36,18.63
19-08-2019,17.05,99.17,1.85,90.11,25.26,16.2
20-08-2019,19.22,99.17,1.95,89.37,25.16,10.44
21-08-2019,10.29,99.15,1.87,88.63,24.94,37.75
22-08-2019,7.78,99.12,2.32,89.23,24.84,15.33
23-08-2019,9.84,99.18,2.93,89.75,25.04,37.07
24-08-2019,10.56,99.14,2.76,89.43,25.37,35.5
25-08-2019,16.97,99.03,2.33,89.4,25.88,16.27
26-08-2019,16.03,99.05,2.47,89.47,26.04,33.1
27-08-2019,21.58,99,2.4,89.06,25.91,31.79
28-08-2019,18.69,98.98,2.38,89.83,26.25,18.39
29-08-2019,21.41,99.01,2.46,90.31,26.27,33.58
30-08-2019,13.89,98.89,2.76,89.71,26.13,33.42
31-08-2019,17.07,98.78,2.55,90.3,26.03,20.58
01-09-2019,11.37,98.92,1.96,91.8,25.77,47.62
02-09-2019,8.07,99.1,1.83,90.2,25.52,32.36
03-09-2019,6.57,99.03,2.39,89.74,25.88,29.31
04-09-2019,5.88,98.97,2.52,90.94,25.66,76.6
05-09-2019,18.81,98.97,2.9,90.42,25.88,26.28
06-09-2019,19.2,98.97,2.7,92.18,26.05,31.26
07-09-2019,18.59,99.03,2.78,91.77,26.04,32.58
08-09-2019,14.11,99.13,2.6,90.1,25.9,31.61
09-09-2019,18.24,99.06,2.53,90.55,26.03,25.98
10-09-2019,19.71,99,2.19,89.81,26.24,15.63
11-09-2019,17.51,99.11,2.22,89.47,26.14,14.78
12-09-2019,20.13,99.26,2.03,90.17,26.02,13.62
13-09-2019,18.6,99.28,1.73,90.31,25.99,23.34
14-09-2019,20.13,99.24,1.98,88.22,26.22,12.4
15-09-2019,20.26,99.21,2.05,89.18,25.9,10.13
16-09-2019,15.09,99.11,2.04,91.76,25.39,23
17-09-2019,19.63,98.95,2.16,89.25,26.01,10.68
18-09-2019,17.82,99,1.5,89.62,25.39,13.79
19-09-2019,16.24,99.04,1.51,88.97,25.46,11.93
20-09-2019,20.18,99.04,1.39,85.2,25.75,2.06
21-09-2019,23.27,99,1.61,86.12,26.4,2.4
22-09-2019,21.98,98.99,1.03,85.66,26.36,5.88
23-09-2019,21.48,99.04,1.29,84.04,26.76,8.37
24-09-2019,18.33,98.98,1.3,87.66,26.01,7.64
25-09-2019,13.13,99,1.36,88.8,25.39,28.44
26-09-2019,12.05,99.29,2.43,92.01,25.12,39.04
27-09-2019,23.51,99.49,1.6,86.51,25.72,3.3
28-09-2019,23.22,99.37,1.14,83.11,26.36,0.54
29-09-2019,23.41,99.38,1.26,80.88,26.75,2.51
30-09-2019,19.39,99.3,1.58,83.32,26.62,3.42
01-10-2019,18.86,99.34,1.78,87.61,25.91,7.22
02-10-2019,23.73,99.35,1.51,85.65,25.38,3.04
03-10-2019,18.5,99.22,1.8,87.61,26.22,9.9
04-10-2019,13.32,99.23,1.33,89.46,26.07,5.75
05-10-2019,23.01,99.11,1.41,85.43,26.43,8.69
06-10-2019,15.72,99.18,0.99,85.58,26.02,11.57
07-10-2019,22.48,99.22,1.55,86.89,26.07,2.35
08-10-2019,21.36,99.15,1.7,90.03,25.92,5.02
09-10-2019,22.56,99.12,0.99,88.69,26.08,11.61
10-10-2019,20.36,99.12,1.02,83.64,26.67,2.27
11-10-2019,21.94,99.1,0.78,84.84,26.34,2.44
12-10-2019,13.96,99.15,1.28,88.92,24.79,27.36
13-10-2019,16.32,99.16,1.38,85.92,26.7,8.64
14-10-2019,21.95,99.12,1.33,87.47,27.35,18.48
15-10-2019,9.69,99.1,0.99,88.92,26.93,15.91
16-10-2019,20.06,99.07,1.27,87.46,27.08,3.87
17-10-2019,16.31,99.1,1.2,86.46,26.55,16.45
18-10-2019,8.41,99.07,1.54,93.41,25.56,64.79
19-10-2019,16.67,99.16,2.31,90.06,26.08,16.53
20-10-2019,14.51,99.23,1.63,91.23,25.31,18.93
21-10-2019,10.49,99.15,1.13,90.11,24.98,26.87
22-10-2019,10.98,99.11,1.99,89.68,25.3,36.02
23-10-2019,13.9,99.1,1.46,88.71,25.17,61.4
24-10-2019,6.54,99.03,3.36,89.22,25.7,35.54
25-10-2019,12.15,98.98,4.47,87.94,26.09,52.04
26-10-2019,12.08,99.08,3.52,88.79,25.92,82.4
27-10-2019,14.38,99.24,2.24,88.24,25.26,18.78
28-10-2019,20.12,99.28,1.23,85.68,24.83,6.26
29-10-2019,18.52,99.18,1.13,83.6,26.4,5.85
30-10-2019,18.58,99.03,1.29,87.28,25.34,7.08
31-10-2019,11.14,98.89,3.19,88.6,25.87,13.21
01-11-2019,20.94,99.15,2.58,80.77,26.16,1.53
02-11-2019,22.33,99.27,1.47,83,25.88,0.19
03-11-2019,20.71,99.36,2.01,85.48,26.4,4.04
04-11-2019,20.56,99.37,1.9,84.61,26.79,2.41
05-11-2019,20.88,99.22,1.45,84.13,27.06,3.43
06-11-2019,19.81,99.1,1.57,88.98,26.55,6.71
07-11-2019,19.74,99.08,1.96,88.39,26.15,1.41
08-11-2019,21.1,99.16,2,84.16,26.33,0.18
09-11-2019,20.76,99.15,1.86,84.1,26.58,0.43
10-11-2019,16.12,99.13,1.7,85.44,26.39,2.64
11-11-2019,6.96,99.1,1.12,83.66,26.42,0.59
12-11-2019,18.12,99.17,1.1,79.91,26.65,0.35
13-11-2019,20.34,99.23,1.14,77.1,26.81,0.09
14-11-2019,20.87,99.22,1.5,77.89,26.66,0.08
15-11-2019,20.2,99.19,1.14,79.61,27.17,1.29
16-11-2019,17.65,99.18,1.24,82.63,26.87,2.52
17-11-2019,17.59,99.23,0.71,78.15,26.77,1.83
18-11-2019,20.06,99.22,1.24,79.4,26.42,0.04
19-11-2019,19.32,99.15,0.99,78.56,27.78,0.16
20-11-2019,17.42,99.12,1.14,82.1,27.1,0.56
21-11-2019,16.86,99.16,1.26,82.99,27.19,0.77
22-11-2019,19.26,99.3,1,77.39,26.91,0.26
23-11-2019,20.03,99.29,1.52,75.02,25.75,0.01
24-11-2019,20,99.25,1.59,73.55,26.39,0.01
25-11-2019,19.77,99.19,1.65,75.17,26.82,0
26-11-2019,20.56,99.12,1.31,73.51,26.47,0
27-11-2019,19.47,99.09,1.44,76.69,26.72,0.02
28-11-2019,20.36,99.12,1.38,78.01,27.44,0.2
29-11-2019,19.25,99.17,0.99,76.32,27.54,0.44
30-11-2019,14.88,99.15,1.52,79.49,27.16,0.79
01-12-2019,9.64,99.13,0.59,85.61,26.59,8.21
02-12-2019,10.6,99.2,2.18,87.94,24.98,10.8
03-12-2019,8.51,99.26,1.37,84.14,25.19,1.09
04-12-2019,18.8,99.31,1.49,76.22,26.43,0.03
05-12-2019,18.4,99.41,1.58,74.3,26.3,0
06-12-2019,17.54,99.36,1.5,72.8,25.93,0
07-12-2019,18.15,99.31,1.82,73.88,26.01,0.01
08-12-2019,19.63,99.37,1.36,75.12,26.6,0.01
09-12-2019,20.66,99.35,1.36,74,26.67,0
10-12-2019,20.27,99.26,1.63,73.35,26.08,0
11-12-2019,19.95,99.18,1.09,74.86,26.16,0
12-12-2019,19.17,99.19,0.99,76.98,26.43,0.01
13-12-2019,18.94,99.28,1.06,75.56,26.62,0
14-12-2019,18.84,99.38,0.96,75.69,26.97,1.42
15-12-2019,17.8,99.3,1.23,78.56,26.57,1.29
16-12-2019,18.46,99.28,1.44,73.27,26.76,0.02
17-12-2019,20.32,99.31,1.34,74.12,26.73,1.94
18-12-2019,20.16,99.35,1.66,70.94,26.12,1.38
19-12-2019,19.21,99.27,1.51,72.92,26.56,0.03
20-12-2019,15.03,99.25,1.34,69.74,26.31,0
21-12-2019,19.1,99.22,1.34,72.85,26.62,0.85
22-12-2019,17.37,99.24,1.19,73.95,26.95,0.01
23-12-2019,13.71,99.23,1.01,74.44,26.87,0
24-12-2019,13.66,99.34,0.95,76.24,26.34,0.09
25-12-2019,18.32,99.3,1.09,76.41,26.99,0.04
26-12-2019,16.09,99.28,1.08,79.26,27.12,0.09
27-12-2019,18.58,99.14,1.42,77.52,27.38,0.19
28-12-2019,17.05,99.15,1.67,77.21,27.07,1.77
29-12-2019,13.71,99.23,1.54,77.02,26.91,1.55
30-12-2019,7.67,99.29,1.19,75.87,26.71,0.44
31-12-2019,17.81,99.34,1.19,76.36,26.64,0.52
01-01-2020,17.47,99.39,1.11,76.01,26.19,0.05
02-01-2020,16.14,99.48,1.44,73.18,26.8,0.01
03-01-2020,18.79,99.43,2.26,75.41,26.8,0
04-01-2020,19.45,99.34,2.42,75.66,25.75,0
05-01-2020,20.47,99.25,1.82,73.99,25.42,0
06-01-2020,20.08,99.34,1.32,73.17,26.85,0
07-01-2020,20.5,99.35,1.4,70.15,27.36,0
08-01-2020,18.48,99.34,1.42,75.22,26.61,0.01
09-01-2020,18.51,99.32,1.96,76.11,26.73,0
10-01-2020,16.2,99.27,1.74,73.31,26.87,0
11-01-2020,19.1,99.34,1.36,67.6,27.05,0
12-01-2020,21.28,99.33,1.97,63.27,26.23,0
13-01-2020,19.09,99.25,1.82,66.6,25.97,0
14-01-2020,18.95,99.22,1.94,73.77,25.68,0
15-01-2020,18.57,99.22,1.89,74.15,25.92,0
16-01-2020,16.76,99.25,2.35,71.08,25.62,0.08
17-01-2020,19.23,99.28,2.54,70.62,25.46,0.02
18-01-2020,20.12,99.24,1.83,69.98,26.21,0
19-01-2020,19.55,99.26,1.59,71.8,27.25,0.03
20-01-2020,19.24,99.34,1.58,71.21,27.52,0.1
21-01-2020,18.46,99.38,1.47,65.53,27.5,0.03
22-01-2020,21.67,99.37,1.71,59.06,27.2,0
23-01-2020,21.87,99.32,1.74,61.69,27.38,0
24-01-2020,22.03,99.36,1.57,63.01,27.28,0
25-01-2020,20.14,99.4,1.23,58.86,26.85,0
26-01-2020,20.91,99.34,1.4,60.55,26.68,0
27-01-2020,19.21,99.35,1.63,70.36,26.91,0
28-01-2020,19.95,99.36,1.58,72.3,26.48,0.03
29-01-2020,21.5,99.45,1.96,70.07,26.48,0.01
30-01-2020,21.9,99.39,2.39,68.49,26.55,0
31-01-2020,21.67,99.26,2.35,70.89,25.95,0
01-02-2020,20.43,99.3,1.85,70.8,26.08,0
02-02-2020,17.83,99.47,1.79,69.28,26.56,0.01
03-02-2020,20.83,99.44,1.94,67.13,26.98,0
04-02-2020,19.54,99.3,1.89,67.08,26.87,0
05-02-2020,20.8,99.35,1.86,67.75,27.1,0.01
06-02-2020,19.6,99.36,2.33,67.94,27.1,0
07-02-2020,21.81,99.46,2.48,69.94,26.25,0
08-02-2020,23.49,99.52,2.19,66.47,25.14,0
09-02-2020,23.78,99.43,1.49,60.81,25.48,0
10-02-2020,22.73,99.32,1.69,61.74,27.42,0
11-02-2020,22.89,99.3,1.77,60.03,28.5,0.01
12-02-2020,22.43,99.48,2.01,59.08,28.1,0
13-02-2020,23.22,99.44,1.66,56.7,28.13,0
14-02-2020,22.04,99.31,1.31,58.85,28.03,0
15-02-2020,22.15,99.29,1.64,54.74,28.45,0
16-02-2020,21.98,99.33,1.56,54.22,28.02,0
17-02-2020,22.63,99.4,1.88,52.1,27.99,0
18-02-2020,22.09,99.37,1.77,51.76,27.93,0
19-02-2020,22.16,99.33,1.26,57.25,28.4,0
20-02-2020,23.21,99.27,1.43,58.17,28.75,0
21-02-2020,22.96,99.37,1.41,52.06,28.72,0
22-02-2020,24.47,99.42,1.66,47.26,28.81,0
23-02-2020,22.04,99.35,2.03,52.8,28.94,0
24-02-2020,20.69,99.19,1.82,56.27,28.79,0
25-02-2020,22.8,99.16,1.47,61.77,28.86,0.01
26-02-2020,22.24,99.15,1.77,60.36,29.22,0
27-02-2020,15.47,99.18,1.52,62.99,29.5,0.14
28-02-2020,19.26,99.08,1.63,60.84,29.68,0.24
29-02-2020,17.31,99.09,1.35,68.96,28.28,2.43
01-03-2020,21.1,99.18,1.47,68.33,28.56,3.69
02-03-2020,18.79,99.26,1.66,71.32,28.28,3.22
03-03-2020,21.5,99.31,2.45,68.58,28.43,0.37
04-03-2020,22.55,99.25,2.99,64.77,28.16,0.02
05-03-2020,22.88,99.18,2.74,67.16,27.35,0
06-03-2020,23.96,99.23,1.87,65.76,27.09,0
07-03-2020,24.18,99.33,1.77,63.81,27.51,0
08-03-2020,23.82,99.3,1.84,65.78,28.19,0.04
09-03-2020,23.22,99.19,2.43,67.1,28.62,0.06
10-03-2020,23.88,99.16,2.37,65.61,28.86,0
11-03-2020,24.59,99.23,2.26,68.16,28.38,0
12-03-2020,24.98,99.31,2.25,66.45,28.53,0
13-03-2020,24.52,99.28,3.16,64.01,28.79,0
14-03-2020,25.19,99.15,2.71,58.88,29.48,0
15-03-2020,25.14,99.09,2.28,56.92,29.65,0
16-03-2020,24.16,99.2,1.93,58.67,29.91,0
17-03-2020,25.07,99.28,1.84,57.75,30.37,0.02
